assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_000445655.1	Mycobacterium tuberculosis PanR0703	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/655/GCA_000445655.1_fedora0703c_IS/
GCA_000445675.1	Mycobacterium tuberculosis PanR0707	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/675/GCA_000445675.1_fedora0707_IS/
GCA_000445695.1	Mycobacterium tuberculosis PanR0708	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/695/GCA_000445695.1_fedora0708c_IS/
GCA_000445715.1	Mycobacterium tuberculosis PanR0801	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/715/GCA_000445715.1_fedora0801c_IS/
GCA_000445735.1	Mycobacterium tuberculosis PanR0803	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/735/GCA_000445735.1_fedora0803c_IS/
GCA_000445755.1	Mycobacterium tuberculosis PanR0804	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/755/GCA_000445755.1_fedora0804_IS/
GCA_000445775.1	Mycobacterium tuberculosis PanR0805	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/775/GCA_000445775.1_fedora0805c_IS/
GCA_000445795.1	Mycobacterium tuberculosis PanR0902	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/795/GCA_000445795.1_fedora0902c_IS/
GCA_000445815.1	Mycobacterium tuberculosis PanR0903	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/815/GCA_000445815.1_fedora0903_IS/
GCA_000445835.1	Mycobacterium tuberculosis PanR0904	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/835/GCA_000445835.1_fedora0904_IS/
GCA_000445855.1	Mycobacterium tuberculosis PanR0906	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/855/GCA_000445855.1_fedora0906c_IS/
GCA_000445875.1	Mycobacterium tuberculosis PanR0907	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/875/GCA_000445875.1_fedora0907c_IS/
GCA_000445895.1	Mycobacterium tuberculosis PanR0908	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/895/GCA_000445895.1_fedora0908c_IS/
GCA_000445915.1	Mycobacterium tuberculosis PanR0909	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/915/GCA_000445915.1_fedora0909_IS/
GCA_000445935.1	Mycobacterium tuberculosis PanR1007	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/935/GCA_000445935.1_fedora1007_IS/
GCA_000445955.1	Mycobacterium tuberculosis PanR1101	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/955/GCA_000445955.1_fedora1101e_IS/
GCA_000445975.1	Mycobacterium tuberculosis PanR1006	Chromosome	2013-08-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/975/GCA_000445975.1_fedora1006_IS/
GCA_000454325.1	Mycobacterium tuberculosis FJ05194	Scaffold	2013-08-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/454/325/GCA_000454325.1_FJXDR1.0/
GCA_000454345.1	Mycobacterium tuberculosis GuangZ0019	Scaffold	2013-08-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/454/345/GCA_000454345.1_GZXDR1.0/
GCA_000463175.1	Mycobacterium tuberculosis variant bovis BCG str. Frappier	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/175/GCA_000463175.1_BCG_Frappier/
GCA_000463195.1	Mycobacterium tuberculosis variant bovis BCG str. Glaxo	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/195/GCA_000463195.1_BCG_Glaxo/
GCA_000463215.1	Mycobacterium tuberculosis variant bovis BCG str. Moreau	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/215/GCA_000463215.1_BCG_Moreau/
GCA_000463235.1	Mycobacterium tuberculosis variant bovis BCG str. Phipps	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/235/GCA_000463235.1_BCG_Phipps/
GCA_000463255.1	Mycobacterium tuberculosis variant bovis BCG str. Prague	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/255/GCA_000463255.1_BCG_Prague/
GCA_000463275.1	Mycobacterium tuberculosis variant bovis BCG str. Sweden	Contig	2013-08-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/275/GCA_000463275.1_BCG_Sweden/
GCA_000465305.1	Mycobacterium tuberculosis 43-16836	Contig	2013-09-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/305/GCA_000465305.1_MTB_43-16836/
GCA_000466125.2	Mycobacterium tuberculosis OSDD105	Contig	2013-09-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/125/GCA_000466125.2_ASM46612v2/
GCA_000466145.1	Mycobacterium tuberculosis OSDD493	Contig	2013-09-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/145/GCA_000466145.1_MtbOSDD493V1.0/
GCA_000474595.1	Mycobacterium tuberculosis str. OSDD515	Contig	2013-10-17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/595/GCA_000474595.1_MtbOSDD515V1.0/
GCA_000488915.1	Mycobacterium tuberculosis variant bovis 04-303	Contig	2013-10-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/488/915/GCA_000488915.1_MB04303v1/
GCA_000488935.1	Mycobacterium tuberculosis variant bovis AN5	Contig	2013-10-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/488/935/GCA_000488935.1_MBAN5v1/
GCA_000509285.1	Mycobacterium tuberculosis OM-V02_005	Contig	2013-06-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/285/GCA_000509285.1_Mintra_1.0/
GCA_000510935.1	Mycobacterium tuberculosis HM	Contig	2013-12-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/935/GCA_000510935.1_HMscaffold/
GCA_000512045.1	Mycobacterium tuberculosis MTB-476	Contig	2013-12-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/045/GCA_000512045.1_MTB-476/
GCA_000512065.1	Mycobacterium tuberculosis MTB-489	Contig	2013-12-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/065/GCA_000512065.1_MTB-489/
GCA_000516395.1	Mycobacterium tuberculosis XDR1219	Contig	2014-01-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/395/GCA_000516395.1_XDR1219/
GCA_000516415.1	Mycobacterium tuberculosis WX3	Contig	2014-01-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/415/GCA_000516415.1_WX3/
GCA_000516435.1	Mycobacterium tuberculosis XDR1221	Contig	2014-01-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/435/GCA_000516435.1_XDR1221/
GCA_000516455.1	Mycobacterium tuberculosis WX1	Contig	2014-01-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/455/GCA_000516455.1_WX1/
GCA_000524155.1	Mycobacterium tuberculosis INS_XDR	Contig	2014-01-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/155/GCA_000524155.1_reference_map/
GCA_000524175.1	Mycobacterium tuberculosis INS_MDR	Contig	2014-01-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/175/GCA_000524175.1_reference_map/
GCA_000526115.1	Mycobacterium tuberculosis INS_SEN	Contig	2014-01-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/115/GCA_000526115.1_reference_map/
GCA_000568275.1	Mycobacterium tuberculosis 1034	Contig	2014-02-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/275/GCA_000568275.1_Mycobacterium_tuberculosis_HSZ10223/
GCA_000572125.1	Mycobacterium tuberculosis HKBS1	Complete Genome	2014-02-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/125/GCA_000572125.1_ASM57212v1/
GCA_000572155.1	Mycobacterium tuberculosis BT2	Complete Genome	2014-02-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/155/GCA_000572155.1_ASM57215v1/
GCA_000572175.1	Mycobacterium tuberculosis BT1	Complete Genome	2014-02-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/175/GCA_000572175.1_ASM57217v1/
GCA_000572195.1	Mycobacterium tuberculosis CCDC5180	Complete Genome	2014-02-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/195/GCA_000572195.1_ASM57219v1/
GCA_000633085.1	Mycobacterium tuberculosis	Contig	2014-04-17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/085/GCA_000633085.1_Mycobacterium_tuberculosis_G-12-005_genome/
GCA_000648395.1	Mycobacterium tuberculosis CWCFVRF MDRTB 670	Contig	2014-04-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/395/GCA_000648395.1_VRF_CWCF_MDR_670/
GCA_000649215.1	Mycobacterium tuberculosis 2484AR	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/215/GCA_000649215.1_Myco_tube_2484AR_V1/
GCA_000649235.1	Mycobacterium tuberculosis 2074CJ	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/235/GCA_000649235.1_Myco_tube_2074CJ_V1/
GCA_000649255.1	Mycobacterium tuberculosis 2230BH	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/255/GCA_000649255.1_Myco_tube_2230BH_V1/
GCA_000649275.1	Mycobacterium tuberculosis 2229BH	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/275/GCA_000649275.1_Myco_tube_2229BH_V1/
GCA_000649295.1	Mycobacterium tuberculosis 2228BH	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/295/GCA_000649295.1_Myco_tube_2228BH_V1/
GCA_000649315.1	Mycobacterium tuberculosis 3067CJ	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/315/GCA_000649315.1_Myco_tube_3067CJ_V1/
GCA_000649335.1	Mycobacterium tuberculosis 2100HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/335/GCA_000649335.1_Myco_tube_2100HD_V1/
GCA_000649355.1	Mycobacterium tuberculosis 2099HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/355/GCA_000649355.1_Myco_tube_2099HD_V1/
GCA_000649375.1	Mycobacterium tuberculosis 2094HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/375/GCA_000649375.1_Myco_tube_2094HD_V1/
GCA_000649395.1	Mycobacterium tuberculosis 2093HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/395/GCA_000649395.1_Myco_tube_2093HD_V1/
GCA_000649415.1	Mycobacterium tuberculosis 2091HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/415/GCA_000649415.1_Myco_tube_2091HD_V1/
GCA_000649435.1	Mycobacterium tuberculosis 2543MS	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/435/GCA_000649435.1_Myco_tube_2543MS_V1/
GCA_000649455.1	Mycobacterium tuberculosis 2541MS	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/455/GCA_000649455.1_Myco_tube_2541MS_V1/
GCA_000649475.1	Mycobacterium tuberculosis 2089HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/475/GCA_000649475.1_Myco_tube_2089HD_V1/
GCA_000649495.1	Mycobacterium tuberculosis 2088HD	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/495/GCA_000649495.1_Myco_tube_2088HD_V1/
GCA_000649515.1	Mycobacterium tuberculosis 3499MM	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/515/GCA_000649515.1_Myco_tube_3499MM_V1/
GCA_000649535.1	Mycobacterium tuberculosis 1755BN	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/535/GCA_000649535.1_Myco_tube_1755BN_V1/
GCA_000649555.1	Mycobacterium tuberculosis 1430BH	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/555/GCA_000649555.1_Myco_tube_1430BH_V1/
GCA_000649575.1	Mycobacterium tuberculosis 1429BH	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/575/GCA_000649575.1_Myco_tube_1429BH_V1/
GCA_000649595.1	Mycobacterium tuberculosis 1173CS	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/595/GCA_000649595.1_Myco_tube_1173CS_V1/
GCA_000649615.1	Mycobacterium tuberculosis 1010SM	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/615/GCA_000649615.1_Myco_tube_1010SM_V1/
GCA_000649635.1	Mycobacterium tuberculosis Wt 21231	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/635/GCA_000649635.1_Myco_bovi_Wt_21231_V1/
GCA_000649655.1	Mycobacterium tuberculosis variant bovis Bz 31150	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/655/GCA_000649655.1_Myco_bovi_Bz_31150_V1/
GCA_000649675.1	Mycobacterium tuberculosis variant bovis B2 7505	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/675/GCA_000649675.1_Myco_bovi_B2_7505_V1/
GCA_000649695.1	Mycobacterium tuberculosis Wt 21419	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/695/GCA_000649695.1_Myco_bovi_Wt_21419_V1/
GCA_000649715.1	Mycobacterium tuberculosis Mr 4387	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/715/GCA_000649715.1_Myco_bovi_Mr_4387_V1/
GCA_000649735.1	Mycobacterium tuberculosis Kc 9614	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/735/GCA_000649735.1_Myco_bovi_Kc_9614_V1/
GCA_000649755.1	Mycobacterium tuberculosis MD17898	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/755/GCA_000649755.1_Myco_tube_MD17898_V1/
GCA_000649775.1	Mycobacterium tuberculosis MD17904	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/775/GCA_000649775.1_Myco_tube_MD17904_V1/
GCA_000649795.1	Mycobacterium tuberculosis MD17902	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/795/GCA_000649795.1_Myco_tube_MD17902_V1/
GCA_000649815.1	Mycobacterium tuberculosis MD16555	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/815/GCA_000649815.1_Myco_tube_MD16555_V1/
GCA_000649835.1	Mycobacterium tuberculosis MD18478	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/835/GCA_000649835.1_Myco_tube_MD18478_V1/
GCA_000649855.1	Mycobacterium tuberculosis MD18489	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/855/GCA_000649855.1_Myco_tube_MD18489_V1/
GCA_000649875.1	Mycobacterium tuberculosis MD19964	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/875/GCA_000649875.1_Myco_tube_MD19964_V1/
GCA_000649895.1	Mycobacterium tuberculosis MD19693	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/895/GCA_000649895.1_Myco_tube_MD19693_V1/
GCA_000649915.1	Mycobacterium tuberculosis MD19042	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/915/GCA_000649915.1_Myco_tube_MD19042_V1/
GCA_000649935.1	Mycobacterium tuberculosis MD17614	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/935/GCA_000649935.1_Myco_tube_MD17614_V1/
GCA_000649955.1	Mycobacterium tuberculosis MD17615	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/955/GCA_000649955.1_Myco_tube_MD17615_V1/
GCA_000649975.1	Mycobacterium tuberculosis MD17748	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/975/GCA_000649975.1_Myco_tube_MD17748_V1/
GCA_000649995.1	Mycobacterium tuberculosis MD19043	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/649/995/GCA_000649995.1_Myco_tube_MD19043_V1/
GCA_000650015.1	Mycobacterium tuberculosis MD20845	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/015/GCA_000650015.1_Myco_tube_MD20845_V1/
GCA_000650035.1	Mycobacterium tuberculosis MD19339	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/035/GCA_000650035.1_Myco_tube_MD19339_V1/
GCA_000650055.1	Mycobacterium tuberculosis MD19591	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/055/GCA_000650055.1_Myco_tube_MD19591_V1/
GCA_000650075.1	Mycobacterium tuberculosis MD18472	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/075/GCA_000650075.1_Myco_tube_MD18472_V1/
GCA_000650095.1	Mycobacterium tuberculosis MD19323	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/095/GCA_000650095.1_Myco_tube_MD19323_V1/
GCA_000650115.1	Mycobacterium tuberculosis MD19051	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/115/GCA_000650115.1_Myco_tube_MD19051_V1/
GCA_000650135.1	Mycobacterium tuberculosis MD18096	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/135/GCA_000650135.1_Myco_tube_MD18096_V1/
GCA_000650155.1	Mycobacterium tuberculosis MD17973	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/155/GCA_000650155.1_Myco_tube_MD17973_V1/
GCA_000650175.1	Mycobacterium tuberculosis MD18112	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/175/GCA_000650175.1_Myco_tube_MD18112_V1/
GCA_000650195.1	Mycobacterium tuberculosis MD17903	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/195/GCA_000650195.1_Myco_tube_MD17903_V1/
GCA_000650215.1	Mycobacterium tuberculosis MD15594	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/215/GCA_000650215.1_Myco_tube_MD15594_V1/
GCA_000650235.1	Mycobacterium tuberculosis MD16728	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/235/GCA_000650235.1_Myco_tube_MD16728_V1/
GCA_000650255.1	Mycobacterium tuberculosis MD18498	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/255/GCA_000650255.1_Myco_tube_MD18498_V1/
GCA_000650275.1	Mycobacterium tuberculosis MD18116	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/275/GCA_000650275.1_Myco_tube_MD18116_V1/
GCA_000650295.1	Mycobacterium tuberculosis MD18090	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/295/GCA_000650295.1_Myco_tube_MD18090_V1/
GCA_000650315.1	Mycobacterium tuberculosis MD18314	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/315/GCA_000650315.1_Myco_tube_MD18314_V1/
GCA_000650335.1	Mycobacterium tuberculosis MD16261	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/335/GCA_000650335.1_Myco_tube_MD16261_V1/
GCA_000650355.1	Mycobacterium tuberculosis MD16732	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/355/GCA_000650355.1_Myco_tube_MD16732_V1/
GCA_000650375.1	Mycobacterium tuberculosis MD17021	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/375/GCA_000650375.1_Myco_tube_MD17021_V1/
GCA_000650395.1	Mycobacterium tuberculosis MD17503	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/395/GCA_000650395.1_Myco_tube_MD17503_V1/
GCA_000650415.1	Mycobacterium tuberculosis MD17517	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/415/GCA_000650415.1_Myco_tube_MD17517_V1/
GCA_000650435.1	Mycobacterium tuberculosis MD17647	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/435/GCA_000650435.1_Myco_tube_MD17647_V1/
GCA_000650455.1	Mycobacterium tuberculosis MD17613	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/455/GCA_000650455.1_Myco_tube_MD17613_V1/
GCA_000650475.1	Mycobacterium tuberculosis MD16775	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/475/GCA_000650475.1_Myco_tube_MD16775_V1/
GCA_000650495.1	Mycobacterium tuberculosis MD17240	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/495/GCA_000650495.1_Myco_tube_MD17240_V1/
GCA_000650515.1	Mycobacterium tuberculosis MD17656	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/515/GCA_000650515.1_Myco_tube_MD17656_V1/
GCA_000650535.1	Mycobacterium tuberculosis MD17888	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/535/GCA_000650535.1_Myco_tube_MD17888_V1/
GCA_000650555.1	Mycobacterium tuberculosis MD16577	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/555/GCA_000650555.1_Myco_tube_MD16577_V1/
GCA_000650575.1	Mycobacterium tuberculosis MD16277	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/575/GCA_000650575.1_Myco_tube_MD16277_V1/
GCA_000650595.1	Mycobacterium tuberculosis MD16553	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/595/GCA_000650595.1_Myco_tube_MD16553_V1/
GCA_000650615.1	Mycobacterium tuberculosis MD15766	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/615/GCA_000650615.1_Myco_tube_MD15766_V1/
GCA_000650635.1	Mycobacterium tuberculosis MD15974	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/635/GCA_000650635.1_Myco_tube_MD15974_V1/
GCA_000650655.1	Mycobacterium tuberculosis MD16265	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/655/GCA_000650655.1_Myco_tube_MD16265_V1/
GCA_000650675.1	Mycobacterium tuberculosis MD15226	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/675/GCA_000650675.1_Myco_tube_MD15226_V1/
GCA_000650695.1	Mycobacterium tuberculosis MD16568	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/695/GCA_000650695.1_Myco_tube_MD16568_V1/
GCA_000650715.1	Mycobacterium tuberculosis MD16571	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/715/GCA_000650715.1_Myco_tube_MD16571_V1/
GCA_000650735.1	Mycobacterium tuberculosis MD17006	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/735/GCA_000650735.1_Myco_tube_MD17006_V1/
GCA_000650755.1	Mycobacterium tuberculosis MD15430	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/755/GCA_000650755.1_Myco_tube_MD15430_V1/
GCA_000650775.1	Mycobacterium tuberculosis MD17232	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/775/GCA_000650775.1_Myco_tube_MD17232_V1/
GCA_000650795.1	Mycobacterium tuberculosis MD15956	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/795/GCA_000650795.1_Myco_tube_MD15956_V1/
GCA_000650815.1	Mycobacterium tuberculosis MD15977	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/815/GCA_000650815.1_Myco_tube_MD15977_V1/
GCA_000650835.1	Mycobacterium tuberculosis MD15770	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/835/GCA_000650835.1_Myco_tube_MD15770_V1/
GCA_000650855.1	Mycobacterium tuberculosis MD15963	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/855/GCA_000650855.1_Myco_tube_MD15963_V1/
GCA_000650875.1	Mycobacterium tuberculosis MD15855	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/875/GCA_000650875.1_Myco_tube_MD15855_V1/
GCA_000650895.1	Mycobacterium tuberculosis MD16257	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/895/GCA_000650895.1_Myco_tube_MD16257_V1/
GCA_000650915.1	Mycobacterium tuberculosis MD14620	Scaffold	2014-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/650/915/GCA_000650915.1_Myco_tube_MD14620_V1/
